D:\car_data\IMG\center_2019_12_20_09_52_50_096.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_096.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_096.jpg,0,0,0,10.55717
D:\car_data\IMG\center_2019_12_20_09_52_50_186.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_186.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_186.jpg,0,0.2020095,0,10.61508
D:\car_data\IMG\center_2019_12_20_09_52_50_283.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_283.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_283.jpg,0,0.493314,0,10.91608
D:\car_data\IMG\center_2019_12_20_09_52_50_382.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_382.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_382.jpg,0,0.7905729,0,11.43567
D:\car_data\IMG\center_2019_12_20_09_52_50_494.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_494.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_494.jpg,0,1,0,12.56061
D:\car_data\IMG\center_2019_12_20_09_52_50_554.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_554.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_554.jpg,0,1,0,13.49771
D:\car_data\IMG\center_2019_12_20_09_52_50_620.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_620.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_620.jpg,0,1,0,14.0287
D:\car_data\IMG\center_2019_12_20_09_52_50_718.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_718.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_718.jpg,0,1,0,15.14349
D:\car_data\IMG\center_2019_12_20_09_52_50_816.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_816.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_816.jpg,0,1,0,16.34019
D:\car_data\IMG\center_2019_12_20_09_52_50_914.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_914.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_914.jpg,0,1,0,17.23861
D:\car_data\IMG\center_2019_12_20_09_52_50_982.jpg,D:\car_data\IMG\left_2019_12_20_09_52_50_982.jpg,D:\car_data\IMG\right_2019_12_20_09_52_50_982.jpg,0,1,0,18.03562
D:\car_data\IMG\center_2019_12_20_09_52_51_050.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_050.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_050.jpg,0,1,0,18.85791
D:\car_data\IMG\center_2019_12_20_09_52_51_118.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_118.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_118.jpg,0,0.9003889,0,19.28358
D:\car_data\IMG\center_2019_12_20_09_52_51_185.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_185.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_185.jpg,0,0.8971525,0,19.92389
D:\car_data\IMG\center_2019_12_20_09_52_51_254.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_254.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_254.jpg,0,1,0,20.7042
D:\car_data\IMG\center_2019_12_20_09_52_51_352.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_352.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_352.jpg,0,1,0,21.62618
D:\car_data\IMG\center_2019_12_20_09_52_51_465.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_465.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_465.jpg,0,0.6635075,0,22.45597
D:\car_data\IMG\center_2019_12_20_09_52_51_550.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_550.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_550.jpg,0,0.7979296,0,23.05889
D:\car_data\IMG\center_2019_12_20_09_52_51_648.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_648.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_648.jpg,0,1,0,23.97294
D:\car_data\IMG\center_2019_12_20_09_52_51_716.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_716.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_716.jpg,0,1,0,24.55245
D:\car_data\IMG\center_2019_12_20_09_52_51_783.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_783.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_783.jpg,0,1,0,25.13134
D:\car_data\IMG\center_2019_12_20_09_52_51_881.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_881.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_881.jpg,-0.15,1,0,26.07876
D:\car_data\IMG\center_2019_12_20_09_52_51_979.jpg,D:\car_data\IMG\left_2019_12_20_09_52_51_979.jpg,D:\car_data\IMG\right_2019_12_20_09_52_51_979.jpg,-0.4,1,0,26.93197
D:\car_data\IMG\center_2019_12_20_09_52_52_091.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_091.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_091.jpg,-0.7,1,0,27.77192
D:\car_data\IMG\center_2019_12_20_09_52_52_187.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_187.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_187.jpg,0,1,0,28.43639
D:\car_data\IMG\center_2019_12_20_09_52_52_253.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_253.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_253.jpg,0,1,0,28.94955
D:\car_data\IMG\center_2019_12_20_09_52_52_323.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_323.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_323.jpg,0,1,0,29.4879
D:\car_data\IMG\center_2019_12_20_09_52_52_394.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_394.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_394.jpg,0,1,0,30.18376
D:\car_data\IMG\center_2019_12_20_09_52_52_468.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_468.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_468.jpg,0,1,0,30.19076
D:\car_data\IMG\center_2019_12_20_09_52_52_538.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_538.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_538.jpg,0,1,0,30.19092
D:\car_data\IMG\center_2019_12_20_09_52_52_608.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_608.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_608.jpg,0,1,0,30.19144
D:\car_data\IMG\center_2019_12_20_09_52_52_680.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_680.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_680.jpg,-0.1,1,0,30.18803
D:\car_data\IMG\center_2019_12_20_09_52_52_753.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_753.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_753.jpg,-0.3,1,0,30.17003
D:\car_data\IMG\center_2019_12_20_09_52_52_825.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_825.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_825.jpg,0,0.7841092,0,30.127
D:\car_data\IMG\center_2019_12_20_09_52_52_898.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_898.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_898.jpg,0,0.5669984,0,30.07417
D:\car_data\IMG\center_2019_12_20_09_52_52_980.jpg,D:\car_data\IMG\left_2019_12_20_09_52_52_980.jpg,D:\car_data\IMG\right_2019_12_20_09_52_52_980.jpg,0,0.3205343,0,30.00427
D:\car_data\IMG\center_2019_12_20_09_52_53_051.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_051.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_051.jpg,0,0.1059056,0,29.93388
D:\car_data\IMG\center_2019_12_20_09_52_53_121.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_121.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_121.jpg,0,0.1025439,0,29.77757
D:\car_data\IMG\center_2019_12_20_09_52_53_194.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_194.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_194.jpg,0,0.320274,0,29.76592
D:\car_data\IMG\center_2019_12_20_09_52_53_268.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_268.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_268.jpg,0,0.5414979,0,29.97679
D:\car_data\IMG\center_2019_12_20_09_52_53_339.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_339.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_339.jpg,0,0.7544158,0,30.13198
D:\car_data\IMG\center_2019_12_20_09_52_53_413.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_413.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_413.jpg,0,0.9793296,0,30.19553
D:\car_data\IMG\center_2019_12_20_09_52_53_502.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_502.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_502.jpg,0,0.8483857,0,30.14072
D:\car_data\IMG\center_2019_12_20_09_52_53_596.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_596.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_596.jpg,0.25,0.5663227,0,30.05391
D:\car_data\IMG\center_2019_12_20_09_52_53_671.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_671.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_671.jpg,0,0.3413263,0,30.01034
D:\car_data\IMG\center_2019_12_20_09_52_53_743.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_743.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_743.jpg,0,0.1266523,0,29.98547
D:\car_data\IMG\center_2019_12_20_09_52_53_817.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_817.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_817.jpg,0,0,0,29.762
D:\car_data\IMG\center_2019_12_20_09_52_53_890.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_890.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_890.jpg,0,0.2172768,0,29.64536
D:\car_data\IMG\center_2019_12_20_09_52_53_962.jpg,D:\car_data\IMG\left_2019_12_20_09_52_53_962.jpg,D:\car_data\IMG\right_2019_12_20_09_52_53_962.jpg,0,0.435639,0,29.71513
D:\car_data\IMG\center_2019_12_20_09_52_54_037.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_037.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_037.jpg,0,0.6599721,0,30.02486
D:\car_data\IMG\center_2019_12_20_09_52_54_110.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_110.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_110.jpg,0,0.8798916,0,30.17038
D:\car_data\IMG\center_2019_12_20_09_52_54_186.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_186.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_186.jpg,0,1,0,30.19316
D:\car_data\IMG\center_2019_12_20_09_52_54_256.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_256.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_256.jpg,0,1,0,30.19062
D:\car_data\IMG\center_2019_12_20_09_52_54_331.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_331.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_331.jpg,0,1,0,30.19048
D:\car_data\IMG\center_2019_12_20_09_52_54_405.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_405.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_405.jpg,0,1,0,30.19044
D:\car_data\IMG\center_2019_12_20_09_52_54_479.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_479.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_479.jpg,0,1,0,30.19047
D:\car_data\IMG\center_2019_12_20_09_52_54_552.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_552.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_552.jpg,0,1,0,30.19048
D:\car_data\IMG\center_2019_12_20_09_52_54_626.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_626.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_626.jpg,0,1,0,30.19049
D:\car_data\IMG\center_2019_12_20_09_52_54_698.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_698.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_698.jpg,0,1,0,30.19051
D:\car_data\IMG\center_2019_12_20_09_52_54_771.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_771.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_771.jpg,0,1,0,30.1905
D:\car_data\IMG\center_2019_12_20_09_52_54_843.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_843.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_843.jpg,0,1,0,30.19047
D:\car_data\IMG\center_2019_12_20_09_52_54_913.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_913.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_913.jpg,0,1,0,30.1927
D:\car_data\IMG\center_2019_12_20_09_52_54_984.jpg,D:\car_data\IMG\left_2019_12_20_09_52_54_984.jpg,D:\car_data\IMG\right_2019_12_20_09_52_54_984.jpg,0,1,0,30.19049
D:\car_data\IMG\center_2019_12_20_09_52_55_056.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_056.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_056.jpg,0,1,0,30.19025
D:\car_data\IMG\center_2019_12_20_09_52_55_124.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_124.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_124.jpg,0,1,0,30.18944
D:\car_data\IMG\center_2019_12_20_09_52_55_194.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_194.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_194.jpg,0,1,0,30.18992
D:\car_data\IMG\center_2019_12_20_09_52_55_270.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_270.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_270.jpg,0,1,0,30.19022
D:\car_data\IMG\center_2019_12_20_09_52_55_339.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_339.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_339.jpg,0,1,0,30.19032
D:\car_data\IMG\center_2019_12_20_09_52_55_407.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_407.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_407.jpg,0,1,0,30.1903
D:\car_data\IMG\center_2019_12_20_09_52_55_476.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_476.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_476.jpg,0,1,0,30.19031
D:\car_data\IMG\center_2019_12_20_09_52_55_544.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_544.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_544.jpg,0,1,0,30.19031
D:\car_data\IMG\center_2019_12_20_09_52_55_615.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_615.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_615.jpg,-0.1,1,0,30.18766
D:\car_data\IMG\center_2019_12_20_09_52_55_685.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_685.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_685.jpg,-0.3,1,0,30.16924
D:\car_data\IMG\center_2019_12_20_09_52_55_755.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_755.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_755.jpg,0,1,0,30.1904
D:\car_data\IMG\center_2019_12_20_09_52_55_827.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_827.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_827.jpg,-0.1,1,0,30.1896
D:\car_data\IMG\center_2019_12_20_09_52_55_898.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_898.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_898.jpg,-0.25,1,0,30.17999
D:\car_data\IMG\center_2019_12_20_09_52_55_970.jpg,D:\car_data\IMG\left_2019_12_20_09_52_55_970.jpg,D:\car_data\IMG\right_2019_12_20_09_52_55_970.jpg,-0.45,1,0,30.15606
D:\car_data\IMG\center_2019_12_20_09_52_56_039.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_039.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_039.jpg,0,1,0,30.18309
D:\car_data\IMG\center_2019_12_20_09_52_56_109.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_109.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_109.jpg,0,1,0,30.18891
D:\car_data\IMG\center_2019_12_20_09_52_56_180.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_180.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_180.jpg,-0.15,1,0,30.18771
D:\car_data\IMG\center_2019_12_20_09_52_56_253.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_253.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_253.jpg,-0.35,1,0,30.16857
D:\car_data\IMG\center_2019_12_20_09_52_56_323.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_323.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_323.jpg,0,1,0,30.18036
D:\car_data\IMG\center_2019_12_20_09_52_56_394.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_394.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_394.jpg,0,1,0,30.18849
D:\car_data\IMG\center_2019_12_20_09_52_56_467.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_467.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_467.jpg,0,1,0,30.18985
D:\car_data\IMG\center_2019_12_20_09_52_56_539.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_539.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_539.jpg,0,1,0,30.19005
D:\car_data\IMG\center_2019_12_20_09_52_56_611.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_611.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_611.jpg,-0.2,1,0,30.18167
D:\car_data\IMG\center_2019_12_20_09_52_56_684.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_684.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_684.jpg,-0.35,1,0,30.16537
D:\car_data\IMG\center_2019_12_20_09_52_56_755.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_755.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_755.jpg,0,1,0,30.18712
D:\car_data\IMG\center_2019_12_20_09_52_56_826.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_826.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_826.jpg,0,1,0,30.18951
D:\car_data\IMG\center_2019_12_20_09_52_56_898.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_898.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_898.jpg,0,1,0,30.19021
D:\car_data\IMG\center_2019_12_20_09_52_56_970.jpg,D:\car_data\IMG\left_2019_12_20_09_52_56_970.jpg,D:\car_data\IMG\right_2019_12_20_09_52_56_970.jpg,-0.1,1,0,30.18881
